name,latitude,longitude,description,address,phone,url,Medical marijuana available beginning:,Open on:,Product available as of 10/28/2025:,Address,City,State,Zip Code,Phone number,Website
Sunnyside - Altoona,,,Medical marijuana available beginning:: 10/5/23 Open on:: 10/5/23 Product available as of 10/28/2025:: Yes Address: 534 W Plank Rd City: Altoona State: Pennsylvania Zip Code: 16602 Phone number: 814-298-6555 Website: www.sunnyside.shop,"Medical marijuana available beginning:: 10/5/23, Open on:: 10/5/23, Product available as of 10/28/2025:: Yes, Address: 534 W Plank Rd, City: Altoona, State: Pennsylvania, Zip Code: 16602, Phone number: 814-298-6555, Website: www.sunnyside.shop",814-298-6555,,10/5/23,10/5/23,Yes,534 W Plank Rd,Altoona,Pennsylvania,16602,814-298-6555,www.sunnyside.shop
Beyond Hello - Mt Pocono,,,Medical marijuana available beginning:: 1/12/24 Open on:: 1/12/24 Product available as of 10/28/2025:: Yes Address: 3192 SR940 Suite 101 City: Mt Pocono State: Pennsylvania Zip Code: 18344 Phone number: 570-216-8590 Website: https://beyond-hello.com/pennsylvania/dispensaries,"Medical marijuana available beginning:: 1/12/24, Open on:: 1/12/24, Product available as of 10/28/2025:: Yes, Address: 3192 SR940 Suite 101, City: Mt Pocono, State: Pennsylvania, Zip Code: 18344, Phone number: 570-216-8590, Website: https://beyond-hello.com/pennsylvania/dispensaries",570-216-8590,https://beyond-hello.com/pennsylvania/dispensaries,1/12/24,1/12/24,Yes,3192 SR940 Suite 101,Mt Pocono,Pennsylvania,18344,570-216-8590,https://beyond-hello.com/pennsylvania/dispensaries
Zen Leaf - Abington,,,Medical marijuana available beginning:: 1/23/24 Open on:: 1/23/24 Product available as of 10/28/2025:: Yes Address: 1752 Old York Rd City: Abington State: Pennsylvania Zip Code: 19001 Phone number: 215-836-1535 Website: www.zenleafdispensaries.com,"Medical marijuana available beginning:: 1/23/24, Open on:: 1/23/24, Product available as of 10/28/2025:: Yes, Address: 1752 Old York Rd, City: Abington, State: Pennsylvania, Zip Code: 19001, Phone number: 215-836-1535, Website: www.zenleafdispensaries.com",215-836-1535,,1/23/24,1/23/24,Yes,1752 Old York Rd,Abington,Pennsylvania,19001,215-836-1535,www.zenleafdispensaries.com
Zen Leaf - Norristown,,,Medical marijuana available beginning:: 2/13/24 Open on:: 2/13/24 Product available as of 10/28/2025:: Yes Address: 436 Egypt Rd. City: Norristown State: Pennsylvania Zip Code: 19403 Phone number: 484-285-8707 Website: www.zenleafdispensaries.com,"Medical marijuana available beginning:: 2/13/24, Open on:: 2/13/24, Product available as of 10/28/2025:: Yes, Address: 436 Egypt Rd., City: Norristown, State: Pennsylvania, Zip Code: 19403, Phone number: 484-285-8707, Website: www.zenleafdispensaries.com",484-285-8707,,2/13/24,2/13/24,Yes,436 Egypt Rd.,Norristown,Pennsylvania,19403,484-285-8707,www.zenleafdispensaries.com
Sunnyside - Gettysburg,,,Medical marijuana available beginning:: 2/20/24 Open on:: 2/20/24 Product available as of 10/28/2025:: Yes Address: 1380 York Rd. City: Gettysburg State: Pennsylvania Zip Code: 17325 Phone number: 717-912-3077 Website: www.sunnyside.shop,"Medical marijuana available beginning:: 2/20/24, Open on:: 2/20/24, Product available as of 10/28/2025:: Yes, Address: 1380 York Rd., City: Gettysburg, State: Pennsylvania, Zip Code: 17325, Phone number: 717-912-3077, Website: www.sunnyside.shop",717-912-3077,,2/20/24,2/20/24,Yes,1380 York Rd.,Gettysburg,Pennsylvania,17325,717-912-3077,www.sunnyside.shop
Verilfe - Philadelphia,,,Medical marijuana available beginning:: 2/23/24 Open on:: 2/23/24 Product available as of 10/28/2025:: Yes Address: 1300 S Christopher Columbus Blvd Ste 11 City: Philadelphia State: Pennsylvania Zip Code: 19147 Phone number: 215-248-6560 Website: www.verilife.com/pa,"Medical marijuana available beginning:: 2/23/24, Open on:: 2/23/24, Product available as of 10/28/2025:: Yes, Address: 1300 S Christopher Columbus Blvd Ste 11, City: Philadelphia, State: Pennsylvania, Zip Code: 19147, Phone number: 215-248-6560, Website: www.verilife.com/pa",215-248-6560,,2/23/24,2/23/24,Yes,1300 S Christopher Columbus Blvd Ste 11,Philadelphia,Pennsylvania,19147,215-248-6560,www.verilife.com/pa
Ascend Dispensary - Monaca,,,Medical marijuana available beginning:: 3/13/24 Open on:: 3/13/24 Product available as of 10/28/2025:: Yes Address: 1451 Old BrodHead Rd City: Monaca State: Pennsylvania Zip Code: 15061 Phone number: 878-978-3097 Website: www.letsascend.com,"Medical marijuana available beginning:: 3/13/24, Open on:: 3/13/24, Product available as of 10/28/2025:: Yes, Address: 1451 Old BrodHead Rd, City: Monaca, State: Pennsylvania, Zip Code: 15061, Phone number: 878-978-3097, Website: www.letsascend.com",878-978-3097,,3/13/24,3/13/24,Yes,1451 Old BrodHead Rd,Monaca,Pennsylvania,15061,878-978-3097,www.letsascend.com
Hive - Shamokin Dam,,,Medical marijuana available beginning:: 4/20/24 Open on:: 4/20/24 Product available as of 10/28/2025:: Yes Address: 2625 North Susquehanna Trail City: Shamokin Dam State: Pennsylvania Zip Code: 17876 Phone number: 717-713-0033 Website: www.hivedispensary.com,"Medical marijuana available beginning:: 4/20/24, Open on:: 4/20/24, Product available as of 10/28/2025:: Yes, Address: 2625 North Susquehanna Trail, City: Shamokin Dam, State: Pennsylvania, Zip Code: 17876, Phone number: 717-713-0033, Website: www.hivedispensary.com",717-713-0033,,4/20/24,4/20/24,Yes,2625 North Susquehanna Trail,Shamokin Dam,Pennsylvania,17876,717-713-0033,www.hivedispensary.com
Ascend Dispensary - Cranberry Township,,,Medical marijuana available beginning:: 6/12/24 Open on:: 6/12/24 Product available as of 10/28/2025:: Yes Address: 20013 US-19 City: Cranberry Township State: Pennsylvania Zip Code: 16066 Phone number: 724-890-5342 Website: www.letsascend.com,"Medical marijuana available beginning:: 6/12/24, Open on:: 6/12/24, Product available as of 10/28/2025:: Yes, Address: 20013 US-19, City: Cranberry Township, State: Pennsylvania, Zip Code: 16066, Phone number: 724-890-5342, Website: www.letsascend.com",724-890-5342,,6/12/24,6/12/24,Yes,20013 US-19,Cranberry Township,Pennsylvania,16066,724-890-5342,www.letsascend.com
Trulieve - Wilkes-Barre Township,,,Medical marijuana available beginning:: 7/9/24 Open on:: 7/9/24 Product available as of 10/28/2025:: Yes Address: 1000 Wilkes-Barre Township Blvd. City: Wilkes-Barre State: Pennsylvania Zip Code: 18702 Phone number: 570-362-3340 Website: https://www.trulieve.com/,"Medical marijuana available beginning:: 7/9/24, Open on:: 7/9/24, Product available as of 10/28/2025:: Yes, Address: 1000 Wilkes-Barre Township Blvd., City: Wilkes-Barre, State: Pennsylvania, Zip Code: 18702, Phone number: 570-362-3340, Website: https://www.trulieve.com/",570-362-3340,https://www.trulieve.com/,7/9/24,7/9/24,Yes,1000 Wilkes-Barre Township Blvd.,Wilkes-Barre,Pennsylvania,18702,570-362-3340,https://www.trulieve.com/
Zen Leaf - Fairless Hills,,,Medical marijuana available beginning:: 7/15/24 Open on:: 7/15/24 Product available as of 10/28/2025:: Yes Address: 203 Lincoln Highway City: Fairless Hills State: Pennsylvania Zip Code: 19030 Phone number: 814-447-2936 Website: www.zenleafdispensaries.com,"Medical marijuana available beginning:: 7/15/24, Open on:: 7/15/24, Product available as of 10/28/2025:: Yes, Address: 203 Lincoln Highway, City: Fairless Hills, State: Pennsylvania, Zip Code: 19030, Phone number: 814-447-2936, Website: www.zenleafdispensaries.com",814-447-2936,,7/15/24,7/15/24,Yes,203 Lincoln Highway,Fairless Hills,Pennsylvania,19030,814-447-2936,www.zenleafdispensaries.com
Ascend Dispensary - Whitehall,,,Medical marijuana available beginning:: 9/11/24 Open on:: 9/11/24 Product available as of 10/28/2025:: Yes Address: 2030 MacArthur Road City: Whitehall State: Pennsylvania Zip Code: 18052 Phone number: 484-995-3976 Website: www.letsascend.com,"Medical marijuana available beginning:: 9/11/24, Open on:: 9/11/24, Product available as of 10/28/2025:: Yes, Address: 2030 MacArthur Road, City: Whitehall, State: Pennsylvania, Zip Code: 18052, Phone number: 484-995-3976, Website: www.letsascend.com",484-995-3976,,9/11/24,9/11/24,Yes,2030 MacArthur Road,Whitehall,Pennsylvania,18052,484-995-3976,www.letsascend.com
Terrapin Care Station - Bellefonte,,,Medical marijuana available beginning:: 1/6/25 Open on:: 1/6/25 Product available as of 10/28/2025:: Yes Address: 205 Park Place City: Bellefonte State: Pennsylvania Zip Code: 16823 Phone number: 814-205-6420 Website: www.terrapincarestation.com,"Medical marijuana available beginning:: 1/6/25, Open on:: 1/6/25, Product available as of 10/28/2025:: Yes, Address: 205 Park Place, City: Bellefonte, State: Pennsylvania, Zip Code: 16823, Phone number: 814-205-6420, Website: www.terrapincarestation.com",814-205-6420,,1/6/25,1/6/25,Yes,205 Park Place,Bellefonte,Pennsylvania,16823,814-205-6420,www.terrapincarestation.com
Trulieve - Lancaster,,,Medical marijuana available beginning:: 01/21/25 Open on:: 01/21/25 Product available as of 10/28/2025:: Yes Address: 1603 Manheim Pike #1651 City: Lancaster State: Pennsylvania Zip Code: 17601 Phone number: 610-202-0297 Website: https://www.trulieve.com/,"Medical marijuana available beginning:: 01/21/25, Open on:: 01/21/25, Product available as of 10/28/2025:: Yes, Address: 1603 Manheim Pike #1651, City: Lancaster, State: Pennsylvania, Zip Code: 17601, Phone number: 610-202-0297, Website: https://www.trulieve.com/",610-202-0297,https://www.trulieve.com/,01/21/25,01/21/25,Yes,1603 Manheim Pike #1651,Lancaster,Pennsylvania,17601,610-202-0297,https://www.trulieve.com/
RISE - Mechanicsburg,,,Medical marijuana available beginning:: 02/14/25 Open on:: 02/14/25 Product available as of 10/28/2025:: Yes Address: 5202 Simpson Ferry Rd. Ste. 108 City: Mechanicsburg State: Pennsylvania Zip Code: 17050 Phone number: 717-364-6038 Website: https://risecannabis.com/dispensaries/pennsylvania/mechanicsburg/,"Medical marijuana available beginning:: 02/14/25, Open on:: 02/14/25, Product available as of 10/28/2025:: Yes, Address: 5202 Simpson Ferry Rd. Ste. 108, City: Mechanicsburg, State: Pennsylvania, Zip Code: 17050, Phone number: 717-364-6038, Website: https://risecannabis.com/dispensaries/pennsylvania/mechanicsburg/",717-364-6038,https://risecannabis.com/dispensaries/pennsylvania/mechanicsburg/,02/14/25,02/14/25,Yes,5202 Simpson Ferry Rd. Ste. 108,Mechanicsburg,Pennsylvania,17050,717-364-6038,https://risecannabis.com/dispensaries/pennsylvania/mechanicsburg/
Standard Farms - Wyomissing,,,Medical marijuana available beginning:: 02/14/25 Open on:: 02/14/25 Product available as of 10/28/2025:: Yes Address: 2800 State Hill Rd. City: Wyomissing State: Pennsylvania Zip Code: 19610 Phone number: 570-926-5830 Website: www.standard-farms.com,"Medical marijuana available beginning:: 02/14/25, Open on:: 02/14/25, Product available as of 10/28/2025:: Yes, Address: 2800 State Hill Rd., City: Wyomissing, State: Pennsylvania, Zip Code: 19610, Phone number: 570-926-5830, Website: www.standard-farms.com",570-926-5830,,02/14/25,02/14/25,Yes,2800 State Hill Rd.,Wyomissing,Pennsylvania,19610,570-926-5830,www.standard-farms.com
Terrapin Care Station - Lewisburg,,,Medical marijuana available beginning:: 02/17/25 Open on:: 02/17/25 Product available as of 10/28/2025:: Yes Address: 400 International Dr. City: Lewisburg State: Pennsylvania Zip Code: 17837 Phone number: 570-217-8120 Website: www.terrapincarestation.com,"Medical marijuana available beginning:: 02/17/25, Open on:: 02/17/25, Product available as of 10/28/2025:: Yes, Address: 400 International Dr., City: Lewisburg, State: Pennsylvania, Zip Code: 17837, Phone number: 570-217-8120, Website: www.terrapincarestation.com",570-217-8120,,02/17/25,02/17/25,Yes,400 International Dr.,Lewisburg,Pennsylvania,17837,570-217-8120,www.terrapincarestation.com
Beyond Hello - Linwood,,,Medical marijuana available beginning:: 02/24/25 Open on:: 02/24/25 Product available as of 10/28/2025:: Yes Address: 2400 Market St. City: Linwood State: Pennsylvania Zip Code: 19014 Phone number: 610-999-8266 Website: https://beyond-hello.com/pennsylvania-dispensaries/linwood/,"Medical marijuana available beginning:: 02/24/25, Open on:: 02/24/25, Product available as of 10/28/2025:: Yes, Address: 2400 Market St., City: Linwood, State: Pennsylvania, Zip Code: 19014, Phone number: 610-999-8266, Website: https://beyond-hello.com/pennsylvania-dispensaries/linwood/",610-999-8266,https://beyond-hello.com/pennsylvania-dispensaries/linwood/,02/24/25,02/24/25,Yes,2400 Market St.,Linwood,Pennsylvania,19014,610-999-8266,https://beyond-hello.com/pennsylvania-dispensaries/linwood/
RISE - York,,,Medical marijuana available beginning:: 02/28/25 Open on:: 02/28/25 Product available as of 10/28/2025:: Yes Address: 2139 White St. City: York State: Pennsylvania Zip Code: 17404 Phone number: 717-800-1729 Website: https://risecannabis.com/dispensaries/pennsylvania/york/,"Medical marijuana available beginning:: 02/28/25, Open on:: 02/28/25, Product available as of 10/28/2025:: Yes, Address: 2139 White St., City: York, State: Pennsylvania, Zip Code: 17404, Phone number: 717-800-1729, Website: https://risecannabis.com/dispensaries/pennsylvania/york/",717-800-1729,https://risecannabis.com/dispensaries/pennsylvania/york/,02/28/25,02/28/25,Yes,2139 White St.,York,Pennsylvania,17404,717-800-1729,https://risecannabis.com/dispensaries/pennsylvania/york/
RISE - Monroeville,,,Medical marijuana available beginning:: 03/28/25 Open on:: 03/28/25 Product available as of 10/28/2025:: Yes Address: 3841 William Penn Highway City: Monroeville State: Pennsylvania Zip Code: 15146 Phone number: 412-516-9096 Website: https://risecannabis.com/dispensaries/pennsylvania/monroeville,"Medical marijuana available beginning:: 03/28/25, Open on:: 03/28/25, Product available as of 10/28/2025:: Yes, Address: 3841 William Penn Highway, City: Monroeville, State: Pennsylvania, Zip Code: 15146, Phone number: 412-516-9096, Website: https://risecannabis.com/dispensaries/pennsylvania/monroeville",412-516-9096,https://risecannabis.com/dispensaries/pennsylvania/monroeville,03/28/25,03/28/25,Yes,3841 William Penn Highway,Monroeville,Pennsylvania,15146,412-516-9096,https://risecannabis.com/dispensaries/pennsylvania/monroeville
Terrapin Care Station - Lock Haven,,,Medical marijuana available beginning:: 04/14/25 Open on:: 04/14/25 Product available as of 10/28/2025:: Yes Address: 209 Woodward Ave. City: Lock Haven State: Pennsylvania Zip Code: 17745 Phone number: 570-858-0840 Website: terrapincarestation.com,"Medical marijuana available beginning:: 04/14/25, Open on:: 04/14/25, Product available as of 10/28/2025:: Yes, Address: 209 Woodward Ave., City: Lock Haven, State: Pennsylvania, Zip Code: 17745, Phone number: 570-858-0840, Website: terrapincarestation.com",570-858-0840,,04/14/25,04/14/25,Yes,209 Woodward Ave.,Lock Haven,Pennsylvania,17745,570-858-0840,terrapincarestation.com
Hive- State College,,,Medical marijuana available beginning:: 04/28/25 Open on:: 04/28/25 Product available as of 10/28/2025:: Yes Address: 1612 N. Atherton St City: State College State: Pennsylvania Zip Code: 16802 Phone number: 223-284-4793 Website: www.thehivedispensary.com,"Medical marijuana available beginning:: 04/28/25, Open on:: 04/28/25, Product available as of 10/28/2025:: Yes, Address: 1612 N. Atherton St, City: State College, State: Pennsylvania, Zip Code: 16802, Phone number: 223-284-4793, Website: www.thehivedispensary.com",223-284-4793,,04/28/25,04/28/25,Yes,1612 N. Atherton St,State College,Pennsylvania,16802,223-284-4793,www.thehivedispensary.com
Local Leaf by Penn Health Group,,,Medical marijuana available beginning:: 05/03/25 Open on:: 05/09/25 Product available as of 10/28/2025:: Yes Address: 109 Crossroads Rd City: Scottsdale State: Pennsylvania Zip Code: 15683 Phone number: 724-619-1022 Website: https://localleafpa.com/,"Medical marijuana available beginning:: 05/03/25, Open on:: 05/09/25, Product available as of 10/28/2025:: Yes, Address: 109 Crossroads Rd, City: Scottsdale, State: Pennsylvania, Zip Code: 15683, Phone number: 724-619-1022, Website: https://localleafpa.com/",724-619-1022,https://localleafpa.com/,05/03/25,05/09/25,Yes,109 Crossroads Rd,Scottsdale,Pennsylvania,15683,724-619-1022,https://localleafpa.com/
Keystone ReLeaf,,,Medical marijuana available beginning:: 05/30/25 Open on:: 05/30/25 Product available as of 10/28/2025:: Yes Address: 1600 Cumberland Street City: Lebanon State: Pennsylvania Zip Code: 17042 Phone number: 223-369-8100 Website: www.keystonereleaf.com,"Medical marijuana available beginning:: 05/30/25, Open on:: 05/30/25, Product available as of 10/28/2025:: Yes, Address: 1600 Cumberland Street, City: Lebanon, State: Pennsylvania, Zip Code: 17042, Phone number: 223-369-8100, Website: www.keystonereleaf.com",223-369-8100,,05/30/25,05/30/25,Yes,1600 Cumberland Street,Lebanon,Pennsylvania,17042,223-369-8100,www.keystonereleaf.com
Keystone Integrated Care,,,Medical marijuana available beginning:: 05/28/25 Open on:: 05/28/25 Product available as of 10/28/2025:: Yes Address: 2634 Darlington Road City: Beaver Falls State: Pennsylvania Zip Code: 15010 Phone number: 724-407-1270 Website: https://www.sunnyside.shop/,"Medical marijuana available beginning:: 05/28/25, Open on:: 05/28/25, Product available as of 10/28/2025:: Yes, Address: 2634 Darlington Road, City: Beaver Falls, State: Pennsylvania, Zip Code: 15010, Phone number: 724-407-1270, Website: https://www.sunnyside.shop/",724-407-1270,https://www.sunnyside.shop/,05/28/25,05/28/25,Yes,2634 Darlington Road,Beaver Falls,Pennsylvania,15010,724-407-1270,https://www.sunnyside.shop/
MariMart - Hanging Gardens,,,Medical marijuana available beginning:: 08/15/25 Open on:: 08/19/25 Product available as of 10/28/2025:: Yes Address: 865 US-22 West City: Blairsville State: Pennsylvania Zip Code: 15717 Phone number: 724-459-5353 Website: marimartdispensary.com,"Medical marijuana available beginning:: 08/15/25, Open on:: 08/19/25, Product available as of 10/28/2025:: Yes, Address: 865 US-22 West, City: Blairsville, State: Pennsylvania, Zip Code: 15717, Phone number: 724-459-5353, Website: marimartdispensary.com",724-459-5353,,08/15/25,08/19/25,Yes,865 US-22 West,Blairsville,Pennsylvania,15717,724-459-5353,marimartdispensary.com
Maitri Medicinals - New Stanton,,,Medical marijuana available beginning:: 10/11/25 Open on:: 10/11/25 Product available as of 10/28/2025:: Yes Address: 100 Bair Blvd City: New Stanton State: Pennsylvania Zip Code: 15672 Phone number: 724-420-5724 Website: www.maitrimeds.com,"Medical marijuana available beginning:: 10/11/25, Open on:: 10/11/25, Product available as of 10/28/2025:: Yes, Address: 100 Bair Blvd, City: New Stanton, State: Pennsylvania, Zip Code: 15672, Phone number: 724-420-5724, Website: www.maitrimeds.com",724-420-5724,,10/11/25,10/11/25,Yes,100 Bair Blvd,New Stanton,Pennsylvania,15672,724-420-5724,www.maitrimeds.com
Insa - Flower for Real Life,,,Medical marijuana available beginning:: 11/03/25 Open on:: 11/03/25 Product available as of 10/28/2025:: No Address: 3511 West Chester Pike City: Newtown Square State: Pennsylvania Zip Code: 19073 Phone number: 484-424-1975 Website: www.insa.com,"Medical marijuana available beginning:: 11/03/25, Open on:: 11/03/25, Product available as of 10/28/2025:: No, Address: 3511 West Chester Pike, City: Newtown Square, State: Pennsylvania, Zip Code: 19073, Phone number: 484-424-1975, Website: www.insa.com",484-424-1975,,11/03/25,11/03/25,No,3511 West Chester Pike,Newtown Square,Pennsylvania,19073,484-424-1975,www.insa.com
